0: (0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)(0, 0)
273: (13, 0)(26, 0)(24, 0)(29, 4)(36, 2)(42, 0)(30, 4)(14, 3)
274: (13, 0)(26, 0)(24, 0)(29, 4)(36, 2)(41, 0)(31, 4)(14, 3)
275: (12, 0)(26, 0)(24, 0)(29, 4)(36, 2)(41, 0)(31, 4)(14, 3)
276: (12, 0)(25, 0)(23, 0)(29, 4)(36, 2)(41, 0)(31, 4)(15, 3)
277: (12, 0)(25, 0)(23, 0)(29, 4)(36, 2)(40, 0)(31, 3)(15, 3)
278: (11, 0)(25, 0)(23, 0)(29, 4)(36, 2)(40, 0)(31, 3)(15, 3)
279: (11, 0)(24, 0)(22, 0)(29, 4)(36, 2)(40, 0)(31, 3)(16, 3)
280: (11, 0)(24, 0)(22, 0)(29, 4)(37, 2)(39, 0)(31, 3)(16, 3)
281: (10, 0)(24, 0)(22, 0)(29, 4)(37, 2)(39, 0)(31, 3)(16, 3)
282: (10, 0)(23, 0)(21, 0)(29, 4)(37, 2)(39, 0)(31, 3)(17, 3)
283: (10, 0)(23, 0)(21, 0)(28, 4)(38, 2)(38, 0)(31, 3)(17, 3)
284: (9, 0)(23, 0)(21, 0)(28, 4)(38, 2)(38, 0)(31, 3)(17, 3)
285: (9, 0)(22, 0)(20, 0)(28, 4)(38, 2)(38, 0)(31, 3)(18, 3)
286: (9, 0)(22, 0)(20, 0)(27, 4)(39, 2)(37, 0)(31, 3)(18, 3)
287: (8, 0)(22, 0)(20, 0)(27, 4)(39, 2)(37, 0)(31, 3)(18, 3)
288: (8, 0)(21, 0)(19, 0)(27, 4)(39, 2)(37, 0)(31, 3)(19, 3)
289: (8, 0)(21, 0)(19, 0)(26, 4)(39, 1)(36, 0)(31, 3)(19, 3)
290: (7, 0)(21, 0)(19, 0)(26, 4)(39, 1)(36, 0)(32, 3)(19, 3)
291: (7, 0)(20, 0)(18, 0)(26, 4)(39, 1)(36, 0)(32, 3)(20, 3)
292: (7, 0)(20, 0)(18, 0)(25, 4)(39, 1)(35, 0)(32, 3)(20, 3)
293: (6, 0)(20, 0)(18, 0)(25, 4)(39, 1)(35, 0)(32, 2)(20, 3)
294: (6, 0)(19, 0)(17, 0)(25, 4)(39, 1)(35, 0)(32, 2)(21, 3)
295: (6, 0)(19, 0)(17, 0)(25, 5)(39, 1)(34, 0)(32, 2)(21, 3)
296: (6, 1)(19, 0)(17, 0)(25, 5)(39, 1)(34, 0)(32, 2)(21, 3)
297: (6, 1)(18, 0)(16, 0)(25, 5)(39, 1)(34, 0)(32, 2)(22, 3)
298: (6, 1)(18, 0)(16, 0)(25, 5)(39, 1)(33, 0)(32, 2)(22, 3)
299: (6, 1)(18, 0)(16, 0)(25, 5)(39, 1)(33, 0)(32, 2)(22, 3)
300: (6, 1)(17, 0)(15, 0)(25, 5)(39, 1)(33, 0)(32, 2)(23, 3)
301: (6, 1)(17, 0)(15, 0)(25, 5)(39, 1)(32, 0)(32, 2)(23, 3)
302: (6, 1)(17, 0)(15, 0)(25, 5)(40, 1)(32, 0)(32, 2)(23, 3)
303: (6, 1)(16, 0)(14, 0)(25, 5)(40, 1)(32, 0)(32, 2)(24, 3)
304: (6, 1)(16, 0)(14, 0)(25, 5)(40, 1)(31, 0)(32, 2)(24, 3)
305: (6, 1)(16, 0)(14, 0)(25, 5)(41, 1)(31, 0)(32, 2)(24, 3)
306: (6, 1)(15, 0)(13, 0)(25, 5)(41, 1)(31, 0)(33, 2)(25, 3)
307: (6, 1)(15, 0)(13, 0)(25, 5)(41, 1)(30, 0)(33, 2)(25, 3)
308: (6, 1)(15, 0)(13, 0)(24, 5)(42, 1)(30, 0)(33, 2)(25, 3)
309: (7, 1)(14, 0)(12, 0)(24, 5)(42, 1)(30, 0)(33, 1)(25, 4)
310: (7, 1)(14, 0)(12, 0)(24, 5)(42, 1)(29, 0)(33, 1)(25, 4)
311: (7, 1)(14, 0)(12, 0)(23, 5)(43, 1)(29, 0)(33, 1)(25, 4)
312: (8, 1)(13, 0)(11, 0)(23, 5)(43, 1)(29, 0)(33, 1)(25, 4)
313: (8, 1)(13, 0)(11, 0)(23, 5)(43, 1)(28, 0)(33, 1)(25, 4)
314: (8, 1)(13, 0)(11, 0)(23, 4)(44, 1)(28, 0)(33, 1)(25, 4)
315: (9, 1)(13, 1)(10, 0)(23, 4)(44, 1)(28, 0)(33, 1)(25, 4)
316: (9, 1)(13, 1)(10, 0)(23, 4)(44, 1)(27, 0)(33, 1)(25, 4)
317: (9, 1)(13, 1)(10, 0)(23, 4)(45, 1)(27, 0)(33, 1)(25, 4)
318: (9, 2)(13, 1)(9, 0)(23, 4)(45, 1)(27, 0)(33, 1)(25, 4)
319: (9, 2)(13, 1)(9, 0)(23, 4)(45, 1)(26, 0)(33, 1)(25, 4)
320: (9, 2)(13, 1)(9, 0)(23, 4)(46, 1)(26, 0)(33, 1)(25, 4)
321: (9, 2)(13, 1)(8, 0)(23, 4)(46, 1)(26, 0)(33, 1)(25, 4)
322: (9, 2)(13, 1)(8, 0)(23, 4)(46, 1)(25, 0)(34, 1)(26, 4)
323: (9, 2)(13, 1)(8, 0)(23, 4)(47, 1)(25, 0)(34, 1)(26, 4)
324: (9, 2)(13, 1)(7, 0)(23, 4)(47, 1)(25, 0)(34, 1)(26, 4)
325: (9, 2)(13, 1)(7, 0)(23, 4)(47, 1)(24, 0)(35, 1)(26, 3)
326: (9, 2)(13, 1)(7, 0)(23, 4)(48, 1)(24, 0)(35, 1)(26, 3)
327: (9, 2)(13, 1)(6, 0)(22, 4)(48, 1)(24, 0)(35, 1)(26, 3)
328: (9, 2)(14, 1)(6, 0)(22, 4)(48, 1)(23, 0)(36, 1)(26, 3)
329: (9, 2)(14, 1)(6, 0)(22, 4)(49, 1)(23, 0)(36, 1)(26, 3)
330: (9, 2)(14, 1)(5, 0)(21, 4)(49, 1)(23, 0)(36, 1)(26, 3)
331: (10, 2)(14, 3)(5, 0)(21, 4)(49, 1)(22, 0)(37, 1)(26, 3)
332: (10, 2)(14, 3)(5, 0)(21, 4)(49, 0)(22, 0)(37, 1)(26, 3)
333: (10, 2)(14, 3)(5, 1)(20, 4)(49, 0)(22, 0)(37, 1)(26, 3)
334: (11, 2)(14, 3)(5, 1)(20, 4)(49, 0)(21, 0)(38, 1)(26, 3)
335: (11, 2)(14, 3)(5, 1)(20, 4)(49, 0)(21, 0)(38, 1)(26, 3)
336: (11, 2)(14, 3)(5, 1)(19, 4)(49, 0)(21, 0)(38, 1)(26, 3)
337: (11, 3)(14, 3)(5, 1)(19, 4)(49, 0)(20, 0)(39, 1)(26, 3)
338: (11, 3)(14, 3)(5, 1)(19, 4)(49, 0)(20, 0)(39, 1)(27, 3)
339: (11, 3)(14, 3)(5, 1)(18, 4)(49, 0)(20, 0)(39, 1)(27, 3)
340: (11, 3)(14, 3)(5, 1)(18, 4)(49, 0)(19, 0)(39, 0)(27, 3)
341: (11, 3)(14, 3)(5, 1)(18, 4)(49, 0)(19, 0)(39, 0)(27, 2)
342: (11, 3)(14, 3)(5, 1)(17, 4)(49, 0)(19, 0)(39, 0)(27, 2)
343: (11, 3)(14, 3)(5, 1)(17, 4)(49, 0)(18, 0)(39, 0)(27, 2)
344: (11, 3)(15, 3)(5, 1)(17, 4)(49, 0)(18, 0)(39, 0)(27, 2)
345: (11, 3)(15, 3)(5, 1)(16, 4)(48, 0)(18, 0)(39, 0)(27, 2)
346: (11, 3)(15, 3)(6, 1)(16, 4)(48, 0)(17, 0)(39, 0)(27, 2)
347: (11, 3)(15, 2)(6, 1)(16, 4)(48, 0)(17, 0)(39, 0)(27, 2)
348: (11, 3)(15, 2)(6, 1)(16, 3)(47, 0)(17, 0)(39, 0)(27, 2)
349: (11, 3)(15, 2)(7, 1)(16, 3)(47, 0)(16, 0)(39, 0)(27, 2)
350: (12, 3)(15, 2)(7, 1)(16, 3)(47, 0)(16, 0)(39, 0)(27, 2)
351: (12, 3)(15, 2)(7, 1)(16, 3)(46, 0)(16, 0)(39, 0)(27, 2)
352: (12, 3)(15, 2)(8, 1)(16, 3)(46, 0)(15, 0)(39, 0)(27, 2)
353: (13, 3)(15, 2)(8, 1)(16, 3)(46, 0)(15, 0)(38, 0)(27, 2)
354: (13, 3)(15, 2)(8, 1)(16, 3)(45, 0)(15, 0)(38, 0)(28, 2)
355: (13, 3)(15, 2)(9, 1)(16, 3)(45, 0)(14, 0)(38, 0)(28, 2)
356: (14, 3)(15, 2)(9, 1)(16, 3)(45, 0)(14, 0)(37, 0)(28, 2)
357: (14, 3)(15, 2)(9, 1)(16, 3)(44, 0)(14, 0)(37, 0)(29, 2)
358: (14, 3)(15, 2)(10, 1)(16, 3)(44, 0)(13, 0)(37, 0)(29, 2)
359: (15, 3)(15, 2)(10, 1)(16, 3)(44, 0)(13, 0)(36, 0)(29, 2)
360: (15, 3)(16, 2)(10, 1)(16, 3)(43, 0)(13, 0)(36, 0)(29, 2)
361: (15, 3)(16, 2)(10, 2)(15, 3)(43, 0)(12, 0)(36, 0)(29, 2)
362: (15, 4)(16, 2)(10, 2)(15, 3)(43, 0)(12, 0)(35, 0)(29, 2)
363: (15, 4)(17, 2)(10, 2)(15, 3)(42, 0)(12, 0)(35, 0)(29, 2)
364: (15, 4)(17, 2)(10, 2)(14, 3)(42, 0)(11, 0)(35, 0)(29, 2)
365: (15, 4)(17, 2)(10, 2)(14, 3)(42, 0)(11, 0)(34, 0)(29, 2)
366: (15, 4)(17, 1)(10, 2)(14, 3)(41, 0)(11, 0)(34, 0)(29, 2)
367: (15, 4)(17, 1)(10, 2)(13, 3)(41, 0)(10, 0)(34, 0)(29, 2)
368: (15, 4)(17, 1)(10, 2)(13, 3)(41, 0)(10, 0)(33, 0)(29, 2)
369: (15, 4)(17, 1)(10, 2)(13, 3)(40, 0)(10, 0)(33, 0)(29, 2)
370: (15, 4)(17, 1)(10, 2)(12, 3)(40, 0)(9, 0)(33, 0)(29, 2)
371: (15, 4)(17, 1)(10, 2)(12, 3)(40, 0)(9, 0)(32, 0)(29, 2)
372: (15, 4)(17, 1)(10, 2)(12, 3)(39, 0)(9, 0)(32, 0)(29, 2)
373: (15, 4)(17, 1)(10, 2)(11, 3)(39, 0)(8, 0)(32, 0)(30, 2)
374: (15, 4)(17, 1)(11, 2)(11, 3)(39, 0)(8, 0)(31, 0)(30, 2)
375: (16, 4)(17, 1)(11, 2)(11, 3)(38, 0)(8, 0)(31, 0)(30, 2)
376: (16, 4)(17, 1)(11, 2)(10, 3)(38, 0)(7, 0)(31, 0)(31, 2)
377: (16, 4)(17, 1)(11, 2)(10, 3)(38, 0)(7, 0)(30, 0)(31, 2)
378: (16, 3)(17, 1)(11, 2)(10, 3)(37, 0)(7, 0)(30, 0)(31, 2)
379: (16, 3)(18, 1)(11, 2)(9, 3)(37, 0)(6, 0)(30, 0)(31, 1)
380: (16, 3)(18, 1)(11, 2)(9, 3)(37, 0)(6, 0)(29, 0)(31, 1)
381: (16, 3)(18, 1)(11, 2)(9, 3)(36, 0)(6, 0)(29, 0)(31, 1)
382: (16, 3)(19, 1)(11, 2)(8, 3)(36, 0)(5, 0)(29, 0)(31, 1)
383: (16, 3)(19, 1)(11, 2)(8, 3)(36, 0)(5, 0)(28, 0)(31, 1)
384: (16, 3)(19, 1)(11, 2)(8, 3)(35, 0)(5, 0)(28, 0)(31, 1)
385: (16, 3)(20, 1)(11, 2)(7, 3)(35, 0)(4, 0)(28, 0)(31, 1)
386: (16, 3)(20, 1)(11, 2)(7, 3)(35, 0)(4, 0)(27, 0)(31, 1)
387: (16, 3)(20, 1)(11, 2)(7, 3)(34, 0)(4, 0)(27, 0)(31, 1)
388: (16, 3)(20, 2)(11, 2)(6, 3)(34, 0)(3, 0)(27, 0)(31, 1)
389: (16, 3)(20, 2)(11, 2)(6, 3)(34, 0)(3, 0)(26, 0)(31, 1)
390: (16, 3)(20, 2)(11, 3)(6, 3)(33, 0)(3, 0)(26, 0)(31, 1)
391: (17, 3)(20, 2)(11, 3)(5, 3)(33, 0)(2, 0)(26, 0)(31, 1)
392: (17, 3)(20, 2)(11, 3)(5, 3)(33, 0)(2, 0)(25, 0)(32, 1)
393: (17, 3)(20, 2)(11, 3)(5, 3)(32, 0)(2, 0)(25, 0)(32, 1)
394: (18, 3)(20, 2)(11, 3)(4, 3)(32, 0)(1, 0)(25, 0)(32, 1)
395: (18, 3)(20, 2)(11, 3)(4, 3)(32, 0)(1, 0)(24, 0)(33, 1)
396: (18, 3)(20, 2)(11, 3)(4, 3)(31, 0)(1, 0)(24, 0)(33, 1)
397: (19, 3)(20, 2)(11, 3)(4, 2)(31, 0)(1, 1)(24, 0)(33, 1)
398: (19, 3)(20, 2)(11, 3)(4, 2)(31, 0)(1, 1)(23, 0)(34, 1)
399: (19, 3)(20, 2)(11, 3)(4, 2)(30, 0)(1, 1)(23, 0)(34, 1)
400: (20, 3)(20, 2)(11, 3)(4, 2)(30, 0)(1, 1)(23, 0)(34, 1)
401: (20, 3)(20, 3)(11, 3)(4, 2)(30, 0)(1, 1)(22, 0)(35, 1)
402: (20, 3)(20, 3)(11, 3)(4, 2)(29, 0)(1, 1)(22, 0)(35, 1)
403: (21, 3)(20, 3)(12, 3)(4, 2)(29, 0)(1, 1)(22, 0)(35, 1)
404: (21, 3)(20, 3)(12, 3)(4, 2)(29, 0)(1, 1)(21, 0)(36, 1)
405: (21, 3)(20, 3)(12, 3)(4, 2)(28, 0)(1, 1)(21, 0)(36, 1)
406: (22, 3)(20, 3)(13, 3)(4, 2)(28, 0)(1, 1)(21, 0)(36, 1)
407: (22, 3)(20, 3)(13, 3)(4, 2)(28, 0)(1, 1)(20, 0)(37, 1)
408: (22, 3)(20, 3)(13, 3)(4, 2)(27, 0)(1, 1)(20, 0)(37, 1)
409: (23, 3)(20, 3)(13, 3)(4, 2)(27, 0)(1, 1)(20, 0)(37, 1)
410: (23, 3)(20, 3)(13, 3)(3, 2)(27, 0)(2, 1)(19, 0)(38, 1)
411: (23, 3)(20, 3)(13, 3)(3, 2)(26, 0)(2, 1)(19, 0)(38, 1)
412: (23, 4)(20, 3)(13, 3)(3, 2)(26, 0)(2, 1)(19, 0)(38, 1)
413: (23, 4)(20, 3)(13, 3)(3, 1)(26, 0)(3, 1)(18, 0)(39, 1)
414: (23, 4)(21, 3)(13, 3)(3, 1)(25, 0)(3, 1)(18, 0)(39, 1)
415: (23, 4)(21, 3)(13, 3)(3, 1)(25, 0)(3, 1)(18, 0)(39, 1)
416: (23, 4)(21, 3)(13, 3)(3, 1)(25, 0)(4, 1)(17, 0)(40, 1)
417: (23, 4)(22, 3)(13, 3)(3, 1)(24, 0)(4, 1)(17, 0)(40, 1)
418: (23, 4)(22, 3)(13, 3)(3, 1)(24, 0)(4, 1)(17, 0)(40, 1)
419: (23, 4)(22, 3)(13, 3)(3, 1)(24, 0)(5, 1)(16, 0)(41, 1)
420: (23, 4)(23, 3)(13, 3)(3, 1)(23, 0)(5, 1)(16, 0)(41, 1)
421: (23, 4)(23, 3)(13, 3)(3, 1)(23, 0)(5, 1)(16, 0)(41, 1)
422: (23, 4)(23, 3)(14, 3)(3, 1)(23, 0)(6, 1)(15, 0)(42, 1)
423: (23, 4)(23, 4)(14, 3)(3, 1)(22, 0)(6, 1)(15, 0)(42, 1)
424: (23, 4)(23, 4)(14, 3)(3, 1)(22, 0)(6, 1)(15, 0)(42, 1)
425: (24, 4)(23, 4)(15, 3)(3, 1)(22, 0)(7, 1)(14, 0)(43, 1)
426: (24, 4)(23, 4)(15, 3)(2, 1)(21, 0)(7, 1)(14, 0)(43, 1)
427: (24, 4)(23, 4)(15, 3)(2, 1)(21, 0)(7, 1)(14, 0)(43, 1)
428: (25, 4)(23, 4)(16, 3)(2, 1)(21, 0)(7, 2)(13, 0)(44, 1)
429: (25, 4)(23, 4)(16, 3)(2, 0)(20, 0)(7, 2)(13, 0)(44, 1)
430: (25, 4)(23, 4)(16, 3)(2, 0)(20, 0)(7, 2)(13, 0)(44, 1)
431: (25, 3)(23, 4)(17, 3)(2, 0)(20, 0)(7, 2)(12, 0)(45, 1)
432: (25, 3)(23, 4)(17, 3)(2, 0)(19, 0)(7, 2)(12, 0)(45, 1)
433: (25, 3)(23, 4)(17, 3)(2, 0)(19, 0)(7, 2)(12, 0)(45, 1)
434: (25, 3)(23, 4)(18, 3)(2, 0)(19, 0)(7, 2)(11, 0)(46, 1)
435: (25, 3)(23, 4)(18, 3)(2, 0)(18, 0)(7, 2)(11, 0)(46, 1)
436: (25, 3)(24, 4)(18, 3)(2, 0)(18, 0)(7, 2)(11, 0)(46, 1)
437: (25, 3)(24, 4)(19, 3)(2, 0)(18, 0)(7, 2)(10, 0)(47, 1)
438: (25, 3)(24, 4)(19, 3)(2, 0)(17, 0)(7, 2)(10, 0)(47, 1)
439: (25, 3)(25, 4)(19, 3)(2, 0)(17, 0)(7, 2)(10, 0)(47, 1)
440: (25, 3)(25, 4)(19, 2)(2, 0)(17, 0)(7, 2)(9, 0)(47, 0)
441: (25, 3)(25, 4)(19, 2)(2, 0)(16, 0)(8, 2)(9, 0)(47, 0)
442: (25, 3)(26, 4)(19, 2)(3, 0)(16, 0)(8, 2)(9, 0)(47, 0)
443: (25, 3)(26, 4)(19, 2)(3, 0)(16, 0)(8, 2)(8, 0)(47, 0)
444: (26, 3)(26, 4)(19, 2)(3, 0)(15, 0)(9, 2)(8, 0)(47, 0)
445: (26, 3)(27, 4)(19, 2)(4, 0)(15, 0)(9, 2)(8, 0)(47, 0)
446: (26, 3)(27, 4)(19, 2)(4, 0)(15, 0)(9, 2)(7, 0)(47, 0)
447: (26, 2)(27, 4)(19, 2)(4, 0)(14, 0)(9, 3)(7, 0)(47, 0)
448: (26, 2)(28, 4)(19, 2)(5, 0)(14, 0)(9, 3)(7, 0)(47, 0)
449: (26, 2)(28, 4)(19, 2)(5, 0)(14, 0)(9, 3)(6, 0)(47, 0)
450: (26, 2)(28, 4)(19, 2)(5, 0)(13, 0)(9, 3)(6, 0)(47, 0)
451: (26, 2)(29, 4)(19, 2)(6, 0)(13, 0)(9, 3)(6, 0)(47, 0)
452: (26, 2)(29, 4)(19, 2)(6, 0)(13, 0)(9, 3)(5, 0)(47, 0)
453: (26, 2)(29, 4)(20, 2)(6, 0)(12, 0)(9, 3)(5, 0)(46, 0)
454: (26, 2)(30, 4)(20, 2)(7, 0)(12, 0)(9, 3)(5, 0)(46, 0)
455: (26, 2)(30, 4)(20, 2)(7, 0)(12, 0)(9, 3)(4, 0)(46, 0)
456: (26, 2)(30, 4)(21, 2)(7, 0)(11, 0)(9, 3)(4, 0)(45, 0)
457: (26, 2)(31, 4)(21, 2)(8, 0)(11, 0)(9, 3)(4, 0)(45, 0)
458: (26, 2)(31, 4)(21, 2)(8, 0)(11, 0)(9, 3)(3, 0)(45, 0)
459: (26, 2)(31, 4)(22, 2)(8, 0)(10, 0)(9, 3)(3, 0)(44, 0)
460: (27, 2)(31, 3)(22, 2)(9, 0)(10, 0)(10, 3)(3, 0)(44, 0)
461: (27, 2)(31, 3)(22, 2)(9, 0)(10, 0)(10, 3)(2, 0)(44, 0)
462: (27, 2)(31, 3)(23, 2)(9, 0)(9, 0)(10, 3)(2, 0)(43, 0)
463: (28, 2)(31, 3)(23, 2)(10, 0)(9, 0)(10, 2)(2, 0)(43, 0)
464: (28, 2)(31, 3)(23, 2)(10, 0)(9, 0)(10, 2)(2, 1)(43, 0)
465: (28, 2)(31, 3)(23, 3)(10, 0)(8, 0)(10, 2)(2, 1)(42, 0)
466: (29, 2)(31, 3)(23, 3)(11, 0)(8, 0)(10, 2)(2, 1)(42, 0)
467: (29, 2)(31, 3)(23, 3)(11, 0)(8, 0)(10, 2)(2, 1)(42, 0)
468: (29, 2)(31, 3)(23, 3)(11, 0)(7, 0)(10, 2)(2, 1)(41, 0)
469: (30, 2)(31, 3)(23, 3)(12, 0)(7, 0)(10, 2)(2, 1)(41, 0)
470: (30, 2)(31, 3)(23, 3)(12, 0)(7, 0)(10, 2)(2, 1)(41, 0)
471: (30, 2)(31, 3)(23, 3)(12, 0)(6, 0)(10, 2)(2, 1)(40, 0)
472: (31, 2)(31, 3)(23, 3)(13, 0)(6, 0)(10, 2)(2, 1)(40, 0)
473: (31, 2)(32, 3)(23, 3)(13, 0)(6, 0)(10, 2)(2, 1)(40, 0)
474: (31, 2)(32, 3)(23, 3)(13, 0)(5, 0)(10, 2)(2, 1)(39, 0)
475: (32, 2)(32, 3)(23, 3)(14, 0)(5, 0)(10, 2)(2, 1)(39, 0)
476: (32, 2)(33, 3)(23, 3)(14, 0)(5, 0)(11, 2)(2, 1)(39, 0)
477: (32, 2)(33, 3)(23, 3)(14, 0)(4, 0)(11, 2)(3, 1)(38, 0)
478: (33, 2)(33, 3)(24, 3)(15, 0)(4, 0)(11, 2)(3, 1)(38, 0)
479: (33, 2)(34, 3)(24, 3)(15, 0)(4, 0)(11, 3)(3, 1)(38, 0)
480: (33, 2)(34, 3)(24, 3)(15, 0)(3, 0)(11, 3)(4, 1)(37, 0)
481: (34, 2)(34, 3)(25, 3)(16, 0)(3, 0)(11, 3)(4, 1)(37, 0)
482: (34, 2)(35, 3)(25, 3)(16, 0)(3, 0)(11, 3)(4, 1)(37, 0)
483: (34, 2)(35, 3)(25, 3)(16, 0)(3, 1)(11, 3)(5, 1)(36, 0)
484: (35, 2)(35, 3)(26, 3)(17, 0)(3, 1)(11, 3)(5, 1)(36, 0)
485: (35, 2)(35, 2)(26, 3)(17, 0)(3, 1)(11, 3)(5, 1)(36, 0)
486: (35, 2)(35, 2)(26, 3)(17, 0)(3, 1)(11, 3)(6, 1)(35, 0)
487: (36, 2)(35, 2)(27, 3)(18, 0)(3, 1)(11, 3)(6, 1)(35, 0)
488: (36, 2)(35, 2)(27, 3)(18, 0)(3, 1)(11, 3)(6, 1)(35, 0)
489: (36, 2)(35, 2)(27, 3)(18, 0)(3, 1)(11, 3)(7, 1)(34, 0)
490: (37, 2)(35, 2)(28, 3)(19, 0)(3, 1)(11, 3)(7, 1)(34, 0)
491: (37, 2)(35, 2)(28, 3)(19, 0)(3, 1)(11, 3)(7, 1)(34, 0)
492: (37, 2)(35, 2)(28, 3)(19, 0)(3, 1)(12, 3)(7, 2)(33, 0)
493: (37, 1)(35, 2)(29, 3)(20, 0)(3, 1)(12, 3)(7, 2)(33, 0)
494: (37, 1)(35, 2)(29, 3)(20, 0)(3, 1)(12, 3)(7, 2)(33, 0)
495: (37, 1)(35, 2)(29, 3)(20, 0)(3, 1)(12, 2)(7, 2)(32, 0)
496: (37, 1)(35, 2)(30, 3)(21, 0)(4, 1)(12, 2)(7, 2)(32, 0)
497: (37, 1)(35, 2)(30, 3)(21, 0)(4, 1)(12, 2)(7, 2)(32, 0)
498: (37, 1)(36, 2)(30, 3)(21, 0)(4, 1)(12, 2)(7, 2)(31, 0)
499: (37, 1)(36, 2)(31, 3)(22, 0)(5, 1)(12, 2)(7, 2)(31, 0)
500: (37, 1)(36, 2)(31, 3)(22, 0)(5, 1)(12, 2)(7, 2)(31, 0)
501: (37, 1)(37, 2)(31, 3)(22, 0)(5, 1)(12, 2)(7, 2)(30, 0)
502: (37, 1)(37, 2)(32, 3)(23, 0)(6, 1)(12, 2)(7, 2)(30, 0)
503: (37, 1)(37, 2)(32, 3)(23, 0)(6, 1)(12, 2)(7, 2)(30, 0)
504: (37, 1)(38, 2)(32, 3)(23, 0)(6, 1)(12, 2)(7, 2)(29, 0)
505: (37, 1)(38, 2)(33, 3)(24, 0)(6, 3)(12, 2)(8, 2)(29, 0)
506: (38, 1)(38, 2)(33, 3)(24, 0)(6, 3)(12, 2)(8, 2)(29, 0)
507: (38, 1)(38, 1)(33, 3)(24, 0)(6, 3)(12, 2)(8, 2)(28, 0)
508: (38, 1)(38, 1)(33, 2)(25, 0)(6, 3)(13, 2)(8, 4)(28, 0)
509: (39, 1)(38, 1)(33, 2)(25, 0)(6, 3)(13, 2)(8, 4)(28, 0)
510: (39, 1)(38, 1)(33, 2)(25, 0)(6, 3)(13, 2)(8, 4)(27, 0)
511: (39, 1)(38, 1)(33, 2)(26, 0)(6, 3)(14, 2)(8, 4)(27, 0)
512: (40, 1)(38, 1)(33, 2)(26, 0)(6, 3)(14, 2)(8, 4)(27, 0)
513: (40, 1)(38, 1)(33, 2)(26, 0)(6, 3)(14, 2)(8, 4)(26, 0)
514: (40, 1)(38, 1)(33, 2)(27, 0)(6, 3)(15, 2)(8, 4)(26, 0)
515: (41, 1)(38, 1)(33, 2)(27, 0)(6, 3)(15, 2)(8, 4)(26, 0)
516: (41, 1)(38, 1)(33, 2)(27, 0)(6, 3)(15, 2)(8, 4)(25, 0)
517: (41, 1)(38, 1)(33, 2)(28, 0)(6, 3)(16, 2)(8, 4)(25, 0)
518: (42, 1)(38, 1)(33, 2)(28, 0)(7, 3)(16, 2)(8, 4)(25, 0)
519: (42, 1)(38, 1)(33, 2)(28, 0)(7, 3)(16, 2)(8, 4)(24, 0)
520: (42, 1)(39, 1)(33, 2)(29, 0)(7, 3)(17, 2)(8, 4)(24, 0)
521: (43, 1)(39, 1)(34, 2)(29, 0)(7, 3)(17, 2)(9, 4)(24, 0)
522: (43, 1)(39, 1)(34, 2)(29, 0)(7, 3)(17, 2)(9, 4)(23, 0)
523: (43, 1)(40, 1)(34, 2)(30, 0)(7, 3)(18, 2)(9, 4)(23, 0)
524: (44, 1)(40, 1)(35, 2)(30, 0)(7, 3)(18, 2)(10, 4)(23, 0)
525: (44, 1)(40, 1)(35, 2)(30, 0)(7, 3)(18, 2)(10, 4)(22, 0)
526: (44, 1)(41, 1)(35, 2)(31, 0)(7, 3)(19, 2)(10, 4)(22, 0)
527: (45, 1)(41, 1)(35, 2)(31, 0)(7, 3)(19, 2)(11, 4)(22, 0)
528: (45, 1)(41, 1)(35, 2)(31, 0)(7, 3)(19, 2)(11, 4)(21, 0)
529: (45, 1)(42, 1)(35, 2)(31, 1)(7, 3)(20, 2)(11, 4)(21, 0)
530: (45, 0)(42, 1)(35, 2)(31, 1)(7, 3)(20, 2)(12, 4)(21, 0)
531: (45, 0)(42, 1)(35, 2)(31, 1)(7, 3)(20, 2)(12, 4)(20, 0)
532: (45, 0)(43, 1)(35, 2)(31, 1)(7, 3)(20, 3)(12, 4)(20, 0)
533: (45, 0)(43, 1)(35, 2)(31, 1)(7, 3)(20, 3)(13, 4)(20, 0)
534: (45, 0)(43, 1)(35, 2)(31, 1)(6, 3)(20, 3)(13, 4)(19, 0)
535: (45, 0)(44, 1)(35, 2)(31, 1)(6, 3)(20, 3)(13, 4)(19, 0)
536: (45, 0)(44, 1)(35, 2)(31, 1)(6, 3)(20, 3)(14, 4)(19, 0)
537: (45, 0)(44, 1)(35, 2)(31, 1)(5, 3)(20, 3)(14, 4)(18, 0)
538: (45, 0)(45, 1)(35, 2)(31, 1)(5, 3)(20, 3)(14, 4)(18, 0)
539: (45, 0)(45, 1)(35, 2)(31, 1)(5, 3)(20, 3)(14, 5)(18, 0)
540: (45, 0)(45, 1)(36, 2)(31, 1)(4, 3)(20, 3)(14, 5)(17, 0)
541: (45, 0)(46, 1)(36, 2)(31, 1)(4, 3)(20, 3)(14, 5)(17, 0)
542: (45, 0)(46, 1)(36, 2)(30, 1)(4, 3)(20, 3)(14, 5)(17, 0)
543: (46, 0)(46, 1)(37, 2)(30, 1)(4, 4)(20, 3)(14, 5)(16, 0)
544: (46, 0)(47, 1)(37, 2)(30, 1)(4, 4)(20, 3)(14, 5)(16, 0)
545: (46, 0)(47, 1)(37, 2)(29, 1)(4, 4)(21, 3)(14, 5)(16, 0)
